StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label,SrcPort,DstPort,DstBytes,PktSize,LabelCategory,SrcIP_Private,DstIP_Private,ProtoCategory
2023-08-10 00:44:25,161.148546,tcp,172.16.1.15,18863,->,208.67.222.222,110,CON,0,0,273,30619,17535,BENIGN,18863,110,13084,112.15750915750915,Other,True,False,TCP
2023-08-10 00:44:31,138.909301,tcp,172.16.1.15,38442,->,52.84.124.12,25,CON,0,0,49,37855,12413,BENIGN,38442,25,25442,772.5510204081633,Other,True,False,TCP
2023-08-10 00:45:19,185.158248,tcp,10.0.0.15,28029,->,157.240.241.35,80,CON,0,0,6,5563,943,BENIGN,28029,80,4620,927.1666666666666,Other,True,False,TCP
2023-08-10 00:45:33,210.707404,tcp,10.0.0.15,50358,->,31.13.64.35,80,CON,0,0,22,22154,10962,BENIGN,50358,80,11192,1007.0,Other,True,False,TCP
2023-08-10 00:45:57,272.29254,tcp,172.16.1.15,62464,->,142.250.191.14,25,CON,0,0,6,8310,3563,BENIGN,62464,25,4747,1385.0,Other,True,False,TCP
2023-08-10 00:46:39,0.569375,tcp,192.168.1.10,65113,->,142.250.191.14,995,CON,0,0,36,33855,25626,BENIGN,65113,995,8229,940.4166666666666,Other,True,False,TCP
2023-08-10 00:47:55,206.008315,tcp,172.16.1.15,56750,->,142.250.191.14,995,CON,0,0,2,3860,2250,BENIGN,56750,995,1610,1930.0,Other,True,False,TCP
2023-08-10 00:51:41,164.920139,tcp,172.16.1.20,18001,->,74.125.224.72,110,CON,0,0,27,32502,18755,BENIGN,18001,110,13747,1203.7777777777778,Other,True,False,TCP
2023-08-10 00:53:21,203.63312,tcp,10.0.0.10,20110,->,208.67.222.222,80,CON,0,0,11,5989,3802,BENIGN,20110,80,2187,544.4545454545455,Other,True,False,TCP
2023-08-10 00:54:08,4.575106,tcp,45.67.89.123,10125,->,10.0.0.10,23,CON,0,0,2,90,45,PortScan,10125,23,45,45.0,Other,False,True,TCP
2023-08-10 00:54:38,248.722418,tcp,192.168.1.20,60869,->,74.125.224.72,53,CON,0,0,8,11877,6223,BENIGN,60869,53,5654,1484.625,Other,True,False,TCP
2023-08-10 00:54:40,173.202246,tcp,192.168.1.10,29693,->,8.8.8.8,25,CON,0,0,2,2382,1164,BENIGN,29693,25,1218,1191.0,Other,True,False,TCP
2023-08-10 00:56:05,4.101944,tcp,198.51.100.42,10366,->,192.168.1.10,139,CON,0,0,2,62,31,PortScan,10366,139,31,31.0,Other,True,True,TCP
2023-08-10 00:56:19,19.072496,tcp,192.168.1.20,56739,->,45.67.89.123,80,CON,0,0,3,3550,1456,Botnet,56739,80,2094,1183.3333333333333,Botnet,True,False,TCP
2023-08-10 00:56:30,29.752198,udp,192.168.1.15,18882,->,52.84.124.12,53,UNK,0,0,34,39858,28198,BENIGN,18882,53,11660,1172.2941176470588,Other,True,False,UDP
2023-08-10 00:57:21,153.553248,tcp,10.0.0.10,2165,->,208.67.222.222,25,CON,0,0,20,20484,10664,BENIGN,2165,25,9820,1024.2,Other,True,False,TCP
2023-08-10 00:57:58,7.731783,tcp,192.168.1.30,22336,->,52.84.124.12,80,CON,0,0,19,19090,4267,BENIGN,22336,80,14823,1004.7368421052631,Other,True,False,TCP
2023-08-10 00:58:15,203.16848,udp,10.0.0.15,47582,->,31.13.64.35,53,UNK,0,0,122,47598,16610,BENIGN,47582,53,30988,390.1475409836066,Other,True,False,UDP
2023-08-10 00:58:54,50.291184,tcp,192.168.1.25,61643,->,52.84.124.12,993,CON,0,0,32,29604,5453,BENIGN,61643,993,24151,925.125,Other,True,False,TCP
2023-08-10 00:59:12,62.738335,tcp,192.168.1.45,29250,->,208.67.222.222,53,CON,0,0,57,24423,4382,BENIGN,29250,53,20041,428.4736842105263,Other,True,False,TCP
2023-08-10 01:00:17,146.406574,tcp,10.0.0.10,27441,->,208.67.222.222,993,CON,0,0,25,14238,3098,BENIGN,27441,993,11140,569.52,Other,True,False,TCP
2023-08-10 01:01:34,59.69662,tcp,192.168.1.30,9339,->,45.67.89.123,1337,CON,0,0,12,3208,1532,Botnet,9339,1337,1676,267.3333333333333,Botnet,True,False,TCP
2023-08-10 01:02:41,0.38801,udp,192.168.1.10,21562,->,8.8.8.8,53,UNK,0,0,3,630,378,DNSTunneling,21562,53,252,210.0,Other,True,False,UDP
2023-08-10 01:03:03,0.392876,udp,192.168.1.15,46147,->,8.8.8.8,53,UNK,0,0,3,1292,775,DNSTunneling,46147,53,517,430.6666666666667,Other,True,False,UDP
2023-08-10 01:03:14,212.733216,tcp,172.16.1.10,22324,->,157.240.241.35,53,CON,0,0,56,46733,35584,BENIGN,22324,53,11149,834.5178571428571,Other,True,False,TCP
2023-08-10 01:03:14,163.493814,tcp,172.16.1.15,63467,->,31.13.64.35,110,CON,0,0,5,8591,6568,BENIGN,63467,110,2023,1718.2,Other,True,False,TCP
2023-08-10 01:03:24,234.73826,tcp,192.168.1.45,56802,->,142.250.191.14,110,CON,0,0,22,26862,7141,BENIGN,56802,110,19721,1221.0,Other,True,False,TCP
2023-08-10 01:05:05,1.086429,tcp,198.51.100.42,45719,->,10.0.0.5,445,CON,0,0,2,58,29,PortScan,45719,445,29,29.0,Other,True,True,TCP
2023-08-10 01:06:58,272.845438,tcp,192.168.1.10,44195,->,142.250.191.14,993,CON,0,0,31,10338,9006,BENIGN,44195,993,1332,333.48387096774195,Other,True,False,TCP
2023-08-10 01:07:47,37.533762,tcp,172.16.1.20,11509,->,74.125.224.72,110,CON,0,0,43,44889,32877,BENIGN,11509,110,12012,1043.9302325581396,Other,True,False,TCP
2023-08-10 01:08:01,138.856414,tcp,10.0.0.5,30713,->,157.240.241.35,25,CON,0,0,10,13993,3064,BENIGN,30713,25,10929,1399.3,Other,True,False,TCP
2023-08-10 01:08:02,85.806488,tcp,192.168.1.25,13893,->,52.84.124.12,995,CON,0,0,10,13082,5236,BENIGN,13893,995,7846,1308.2,Other,True,False,TCP
2023-08-10 01:08:37,259.686586,tcp,10.0.0.15,14015,->,208.67.222.222,80,CON,0,0,38,39510,22197,BENIGN,14015,80,17313,1039.7368421052631,Other,True,False,TCP
2023-08-10 01:09:25,286.818538,tcp,10.0.0.20,23214,->,208.67.222.222,995,CON,0,0,25,28498,15925,BENIGN,23214,995,12573,1139.92,Other,True,False,TCP
2023-08-10 01:10:07,1.709241,udp,192.168.1.10,9040,->,8.8.8.8,53,UNK,0,0,2,536,321,DNSTunneling,9040,53,215,268.0,Other,True,False,UDP
2023-08-10 01:10:44,66.301572,tcp,192.168.1.35,3514,->,208.67.222.222,110,CON,0,0,58,46192,40520,BENIGN,3514,110,5672,796.4137931034483,Other,True,False,TCP
2023-08-10 01:11:18,38.320102,tcp,192.168.1.30,22186,->,45.67.89.123,80,CON,0,0,10,3687,1883,Botnet,22186,80,1804,368.7,Botnet,True,False,TCP
2023-08-10 01:11:28,297.164755,udp,192.168.1.15,53911,->,8.8.8.8,53,UNK,0,0,14,20636,15161,BENIGN,53911,53,5475,1474.0,Other,True,False,UDP
2023-08-10 01:12:53,102.600543,tcp,192.168.1.10,12614,->,52.84.124.12,993,CON,0,0,171,10986,1486,BENIGN,12614,993,9500,64.24561403508773,Other,True,False,TCP
2023-08-10 01:16:01,265.33884,tcp,172.16.1.10,13959,->,52.84.124.12,110,CON,0,0,12,7395,5526,BENIGN,13959,110,1869,616.25,Other,True,False,TCP
2023-08-10 01:18:25,7.447085,tcp,192.168.1.45,12552,->,31.13.64.35,443,CON,0,0,41,48611,31593,BENIGN,12552,443,17018,1185.6341463414635,Other,True,False,TCP
2023-08-10 01:18:42,1.926016,tcp,192.168.1.20,33979,->,157.240.241.35,110,CON,0,0,306,44816,29498,BENIGN,33979,110,15318,146.45751633986927,Other,True,False,TCP
2023-08-10 01:19:59,212.155235,tcp,192.168.1.15,6800,->,52.84.124.12,995,CON,0,0,9,12549,9231,BENIGN,6800,995,3318,1394.3333333333333,Other,True,False,TCP
2023-08-10 01:20:09,84.373249,tcp,10.0.0.10,64695,->,142.250.191.14,995,CON,0,0,31,30722,8783,BENIGN,64695,995,21939,991.0322580645161,Other,True,False,TCP
2023-08-10 01:20:47,252.685001,udp,192.168.1.45,39478,->,157.240.241.35,53,UNK,0,0,36,35648,20198,BENIGN,39478,53,15450,990.2222222222222,Other,True,False,UDP
2023-08-10 01:20:52,56.434071,tcp,192.168.1.30,35348,->,142.250.191.14,53,CON,0,0,97,23964,16959,BENIGN,35348,53,7005,247.05154639175257,Other,True,False,TCP
2023-08-10 01:21:17,204.816905,tcp,172.16.1.15,16393,->,1.1.1.1,25,CON,0,0,2,1689,265,BENIGN,16393,25,1424,844.5,Other,True,False,TCP
2023-08-10 01:22:09,36.074113,tcp,172.16.1.15,9268,->,74.125.224.72,995,CON,0,0,40,46201,25439,BENIGN,9268,995,20762,1155.025,Other,True,False,TCP
2023-08-10 01:22:27,43.581572,tcp,192.168.1.15,39838,->,198.51.100.42,443,CON,0,0,5,4995,3144,Botnet,39838,443,1851,999.0,Botnet,True,True,TCP
2023-08-10 01:23:34,17.294004,tcp,192.168.1.10,59632,->,198.51.100.42,443,CON,0,0,5,1934,616,Botnet,59632,443,1318,386.8,Botnet,True,True,TCP
2023-08-10 01:23:40,4.708198,tcp,185.199.108.153,23464,->,192.168.1.45,25,CON,0,0,2,108,54,PortScan,23464,25,54,54.0,Other,False,True,TCP
2023-08-10 01:24:35,4.229288,tcp,54.230.87.15,6762,->,192.168.1.10,80,CON,0,0,2,176,88,PortScan,6762,80,88,88.0,Other,False,True,TCP
2023-08-10 01:25:30,113.257684,tcp,192.168.1.15,26418,->,31.13.64.35,110,CON,0,0,34,25782,21346,BENIGN,26418,110,4436,758.2941176470588,Other,True,False,TCP
2023-08-10 01:26:07,211.186742,tcp,10.0.0.10,40153,->,31.13.64.35,110,CON,0,0,46,44959,27252,BENIGN,40153,110,17707,977.3695652173913,Other,True,False,TCP
2023-08-10 01:26:49,228.335233,tcp,192.168.1.30,34026,->,142.250.191.14,110,CON,0,0,60,29896,26094,BENIGN,34026,110,3802,498.26666666666665,Other,True,False,TCP
2023-08-10 01:27:04,4.997385,tcp,54.230.87.15,17235,->,192.168.1.30,80,CON,0,0,2,179,89,PortScan,17235,80,90,89.5,Other,False,True,TCP
2023-08-10 01:27:09,62.743929,tcp,192.168.1.40,26623,->,74.125.224.72,80,CON,0,0,5,1478,688,BENIGN,26623,80,790,295.6,Other,True,False,TCP
2023-08-10 01:27:53,124.79767,tcp,10.0.0.20,21480,->,31.13.64.35,110,CON,0,0,2,2357,1276,BENIGN,21480,110,1081,1178.5,Other,True,False,TCP
2023-08-10 01:27:56,203.376179,tcp,10.0.0.5,31178,->,157.240.241.35,993,CON,0,0,27,34873,9506,BENIGN,31178,993,25367,1291.5925925925926,Other,True,False,TCP
2023-08-10 01:29:36,94.75664,tcp,10.0.0.5,26375,->,52.84.124.12,995,CON,0,0,30,30599,21140,BENIGN,26375,995,9459,1019.9666666666667,Other,True,False,TCP
2023-08-10 01:29:43,12.997785,tcp,192.168.1.45,51637,->,157.240.241.35,80,CON,0,0,6,8647,1455,BENIGN,51637,80,7192,1441.1666666666667,Other,True,False,TCP
2023-08-10 01:31:22,23.366549,tcp,192.168.1.15,63531,->,23.56.78.90,1337,CON,0,0,3,3707,1133,Botnet,63531,1337,2574,1235.6666666666667,Botnet,True,False,TCP
2023-08-10 01:31:32,4.539723,tcp,140.82.112.4,42370,->,10.0.0.5,25,CON,0,0,2,56,28,PortScan,42370,25,28,28.0,Other,False,True,TCP
2023-08-10 01:32:24,228.716479,tcp,10.0.0.15,59107,->,8.8.8.8,443,CON,0,0,108,19743,8254,BENIGN,59107,443,11489,182.80555555555554,Other,True,False,TCP
2023-08-10 01:32:31,23.572239,tcp,192.168.1.10,56267,->,45.67.89.123,80,CON,0,0,4,3814,1260,Botnet,56267,80,2554,953.5,Botnet,True,False,TCP
2023-08-10 01:34:43,155.436362,tcp,192.168.1.35,21471,->,31.13.64.35,110,CON,0,0,35,29436,21150,BENIGN,21471,110,8286,841.0285714285715,Other,True,False,TCP
2023-08-10 01:34:55,263.788609,tcp,10.0.0.20,34511,->,52.84.124.12,53,CON,0,0,56,21063,11346,BENIGN,34511,53,9717,376.125,Other,True,False,TCP
2023-08-10 01:35:06,62.207766,tcp,10.0.0.15,46304,->,52.84.124.12,995,CON,0,0,41,47932,15957,BENIGN,46304,995,31975,1169.0731707317073,Other,True,False,TCP
2023-08-10 01:35:20,142.072924,tcp,192.168.1.20,42472,->,142.250.191.14,110,CON,0,0,22,27333,15925,BENIGN,42472,110,11408,1242.409090909091,Other,True,False,TCP
2023-08-10 01:35:26,297.399238,tcp,10.0.0.10,47705,->,74.125.224.72,80,CON,0,0,67,33498,24391,BENIGN,47705,80,9107,499.97014925373134,Other,True,False,TCP
2023-08-10 01:35:41,185.958398,tcp,10.0.0.20,17640,->,157.240.241.35,80,CON,0,0,433,38558,26238,BENIGN,17640,80,12320,89.04849884526558,Other,True,False,TCP
2023-08-10 01:36:18,38.521328,tcp,192.168.1.20,33106,->,23.56.78.90,80,CON,0,0,2,510,318,Botnet,33106,80,192,255.0,Botnet,True,False,TCP
2023-08-10 01:36:51,217.521853,tcp,10.0.0.15,34864,->,208.67.222.222,995,CON,0,0,37,23191,8577,BENIGN,34864,995,14614,626.7837837837837,Other,True,False,TCP
2023-08-10 01:36:57,189.313445,tcp,172.16.1.15,12057,->,1.1.1.1,80,CON,0,0,31,16341,1736,BENIGN,12057,80,14605,527.1290322580645,Other,True,False,TCP
2023-08-10 01:39:03,284.726452,udp,192.168.1.10,28069,->,1.1.1.1,53,UNK,0,0,91,47218,18104,BENIGN,28069,53,29114,518.8791208791209,Other,True,False,UDP
2023-08-10 01:39:12,137.633523,tcp,172.16.1.15,23997,->,157.240.241.35,443,CON,0,0,477,31533,7701,BENIGN,23997,443,23832,66.10691823899371,Other,True,False,TCP
2023-08-10 01:39:25,41.186019,tcp,172.16.1.10,12715,->,52.84.124.12,110,CON,0,0,71,27982,17893,BENIGN,12715,110,10089,394.11267605633805,Other,True,False,TCP
2023-08-10 01:40:06,38.55578,tcp,192.168.1.20,15003,->,198.51.100.42,9999,CON,0,0,2,1655,568,Botnet,15003,9999,1087,827.5,Botnet,True,True,TCP
2023-08-10 01:40:28,1.182126,udp,192.168.1.20,16473,->,8.8.8.8,53,UNK,0,0,2,645,387,DNSTunneling,16473,53,258,322.5,Other,True,False,UDP
2023-08-10 01:40:57,248.834549,tcp,192.168.1.15,39894,->,208.67.222.222,995,CON,0,0,36,30973,3448,BENIGN,39894,995,27525,860.3611111111111,Other,True,False,TCP
2023-08-10 01:42:55,4.888809,tcp,185.199.108.153,30314,->,192.168.1.10,21,CON,0,0,2,119,59,PortScan,30314,21,60,59.5,Other,False,True,TCP
2023-08-10 01:44:18,137.524572,tcp,10.0.0.10,11741,->,52.84.124.12,25,CON,0,0,69,45650,13039,BENIGN,11741,25,32611,661.5942028985507,Other,True,False,TCP
2023-08-10 01:44:25,250.638808,tcp,192.168.1.45,23381,->,1.1.1.1,110,CON,0,0,33,41145,23964,BENIGN,23381,110,17181,1246.8181818181818,Other,True,False,TCP
2023-08-10 01:47:08,218.685547,tcp,10.0.0.15,64215,->,142.250.191.14,443,CON,0,0,5,5067,3944,BENIGN,64215,443,1123,1013.4,Other,True,False,TCP
2023-08-10 01:48:42,270.424791,tcp,10.0.0.5,41410,->,142.250.191.14,25,CON,0,0,13,18160,1822,BENIGN,41410,25,16338,1396.923076923077,Other,True,False,TCP
2023-08-10 01:49:32,2.459592,tcp,140.82.112.4,21151,->,192.168.1.10,139,CON,0,0,2,132,66,PortScan,21151,139,66,66.0,Other,False,True,TCP
2023-08-10 01:49:42,186.649665,tcp,172.16.1.15,41570,->,208.67.222.222,80,CON,0,0,26,20158,6459,BENIGN,41570,80,13699,775.3076923076923,Other,True,False,TCP
2023-08-10 01:49:50,292.314234,tcp,192.168.1.25,53338,->,142.250.191.14,443,CON,0,0,11,15517,12442,BENIGN,53338,443,3075,1410.6363636363637,Other,True,False,TCP
2023-08-10 01:50:29,52.139451,tcp,192.168.1.10,48004,->,23.56.78.90,443,CON,0,0,2,1266,468,Botnet,48004,443,798,633.0,Botnet,True,False,TCP
2023-08-10 01:50:30,251.913931,tcp,10.0.0.15,47026,->,52.84.124.12,110,CON,0,0,19,22726,8205,BENIGN,47026,110,14521,1196.1052631578948,Other,True,False,TCP
2023-08-10 01:50:58,228.956198,tcp,172.16.1.20,64838,->,31.13.64.35,443,CON,0,0,53,45707,19231,BENIGN,64838,443,26476,862.3962264150944,Other,True,False,TCP
2023-08-10 01:52:14,88.778833,tcp,172.16.1.20,61043,->,1.1.1.1,110,CON,0,0,118,20800,6328,BENIGN,61043,110,14472,176.27118644067798,Other,True,False,TCP
2023-08-10 01:52:23,4.709844,tcp,23.56.78.90,29176,->,172.16.1.15,443,CON,0,0,2,161,80,PortScan,29176,443,81,80.5,Other,False,True,TCP
2023-08-10 01:52:44,232.194476,tcp,172.16.1.20,45338,->,52.84.124.12,995,CON,0,0,51,31008,21128,BENIGN,45338,995,9880,608.0,Other,True,False,TCP
2023-08-10 01:53:46,87.079755,tcp,192.168.1.20,58296,->,1.1.1.1,80,CON,0,0,7,6714,915,BENIGN,58296,80,5799,959.1428571428571,Other,True,False,TCP
2023-08-10 01:53:59,156.800803,tcp,172.16.1.15,58173,->,142.250.191.14,80,CON,0,0,22,32352,14016,BENIGN,58173,80,18336,1470.5454545454545,Other,True,False,TCP
2023-08-10 01:54:23,44.031343,tcp,192.168.1.30,54483,->,23.56.78.90,80,CON,0,0,2,433,130,Botnet,54483,80,303,216.5,Botnet,True,False,TCP
2023-08-10 01:54:28,182.92834,tcp,172.16.1.20,61166,->,74.125.224.72,80,CON,0,0,34,26664,18858,BENIGN,61166,80,7806,784.2352941176471,Other,True,False,TCP
2023-08-10 01:54:55,48.594918,tcp,192.168.1.20,17613,->,198.51.100.42,8080,CON,0,0,8,4641,3066,Botnet,17613,8080,1575,580.125,Botnet,True,True,TCP
2023-08-10 01:56:20,42.849929,tcp,192.168.1.30,58639,->,23.56.78.90,80,CON,0,0,8,4136,2141,Botnet,58639,80,1995,517.0,Botnet,True,False,TCP
2023-08-10 01:57:06,108.576905,udp,172.16.1.15,10192,->,8.8.8.8,53,UNK,0,0,24,12397,6018,BENIGN,10192,53,6379,516.5416666666666,Other,True,False,UDP
2023-08-10 01:58:20,152.716278,tcp,10.0.0.15,12132,->,142.250.191.14,993,CON,0,0,2,2900,1482,BENIGN,12132,993,1418,1450.0,Other,True,False,TCP
2023-08-10 01:58:24,4.037239,tcp,185.199.108.153,21262,->,192.168.1.45,53,CON,0,0,2,162,81,PortScan,21262,53,81,81.0,Other,False,True,TCP
2023-08-10 01:59:06,15.6634,tcp,192.168.1.40,51837,->,142.250.191.14,80,CON,0,0,268,36532,4555,BENIGN,51837,80,31977,136.3134328358209,Other,True,False,TCP
2023-08-10 01:59:40,229.439271,tcp,192.168.1.35,43315,->,74.125.224.72,110,CON,0,0,6,1638,319,BENIGN,43315,110,1319,273.0,Other,True,False,TCP
2023-08-10 02:02:11,116.232458,tcp,192.168.1.10,40898,->,8.8.8.8,443,CON,0,0,103,44914,22696,BENIGN,40898,443,22218,436.05825242718447,Other,True,False,TCP
2023-08-10 02:02:35,252.999099,tcp,192.168.1.25,19943,->,208.67.222.222,993,CON,0,0,53,43933,26040,BENIGN,19943,993,17893,828.9245283018868,Other,True,False,TCP
